0
136.0
144.0
152.0
168.0
164.0
172.0
172.0
180.0
188.0
188.0
200.0
216.0
224.0
240.0
244.0
244.0
260.0
244.0
228.0
216.0
240.0
232.0
232.0
220.0
228.0
220.0
232.0
228.0
244.0
240.0
244.0
240.0
244.0
224.0
240.0
236.0
232.0
240.0
256.0
268.0
276.0
284.0
260.0
264.0
272.0
284.0
292.0
308.0
304.0
300.0
