Explored_history,Best_history,Start_time,End_time,Break_start,Break_end,Staff_number
1737.0,,,,,,
1680.0,,,,,,
1734.0,,,,,,
1759.0,,,,,,
1749.0,,,,,,
1697.0,,,,,,
1742.0,,,,,,
1766.0,,,,,,
1723.0,,,,,,
1745.0,,,,,,
1708.0,,,,,,
1700.0,,,,,,
1684.0,,,,,,
1725.0,,,,,,
1752.0,,,,,,
1788.0,,,,,,
1799.0,,,,,,
1774.0,,,,,,
1791.0,,,,,,
1736.0,,,,,,
1769.0,,,,,,
1676.0,,,,,,
1730.0,,,,,,
1761.0,,,,,,
1735.0,,,,,,
1729.0,,,,,,
1703.0,,,,,,
1750.0,,,,,,
1730.0,,,,,,
1745.0,,,,,,
1754.0,,,,,,
1746.0,,,,,,
1748.0,,,,,,
1747.0,,,,,,
1749.0,,,,,,
1729.0,,,,,,
1681.0,,,,,,
1721.0,,,,,,
1693.0,,,,,,
1711.0,,,,,,
1754.0,,,,,,
1778.0,,,,,,
1748.0,,,,,,
1716.0,,,,,,
1777.0,,,,,,
1777.0,,,,,,
1805.0,,,,,,
1712.0,,,,,,
1783.0,,,,,,
1677.0,,,,,,
1706.0,,,,,,
1728.0,,,,,,
1684.0,,,,,,
1737.0,,,,,,
1741.0,,,,,,
1729.0,,,,,,
1732.0,,,,,,
1755.0,,,,,,
1688.0,,,,,,
1684.0,,,,,,
1707.0,,,,,,
1757.0,,,,,,
1719.0,,,,,,
1727.0,,,,,,
1709.0,,,,,,
1690.0,,,,,,
1695.0,,,,,,
1721.0,,,,,,
1653.0,,,,,,
1696.0,,,,,,
1695.0,,,,,,
1674.0,,,,,,
1712.0,,,,,,
1706.0,,,,,,
1691.0,,,,,,
1686.0,,,,,,
1659.0,,,,,,
1713.0,,,,,,
1656.0,,,,,,
1651.0,,,,,,
1731.0,,,,,,
1667.0,,,,,,
1708.0,,,,,,
1675.0,,,,,,
1669.0,,,,,,
1721.0,,,,,,
1664.0,,,,,,
1661.0,,,,,,
1646.0,,,,,,
1697.0,,,,,,
1621.0,,,,,,
1689.0,,,,,,
1712.0,,,,,,
1661.0,,,,,,
1643.0,,,,,,
1724.0,,,,,,
1667.0,,,,,,
1668.0,,,,,,
1643.0,,,,,,
1681.0,,,,,,
1597.0,,,,,,
1669.0,,,,,,
1676.0,,,,,,
1621.0,,,,,,
1616.0,,,,,,
1649.0,,,,,,
1644.0,,,,,,
1566.0,,,,,,
1668.0,,,,,,
1658.0,,,,,,
1670.0,,,,,,
1598.0,,,,,,
1594.0,,,,,,
1666.0,,,,,,
1572.0,,,,,,
1623.0,,,,,,
1587.0,,,,,,
1640.0,,,,,,
1589.0,,,,,,
1635.0,,,,,,
1595.0,,,,,,
1569.0,,,,,,
1624.0,,,,,,
1591.0,,,,,,
1556.0,,,,,,
1583.0,,,,,,
1628.0,,,,,,
1629.0,,,,,,
1593.0,,,,,,
1591.0,,,,,,
